Collection_Number,Year of collection,Age,Ocean,Region,Locality,Order,Family,genus,cf. genus,species,subspecies,cf. species,Complete_name,total_length_cm,standard_length_cm,number_of_otoliths,left otolith length mm,right otolith length mm,Author_species,Collector,Compiler
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.022,,1,,1.08,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.043,,1,,1.15,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.135,,1,,1.21,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.158,,1,,1.12,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.166,,1,,1.09,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.168,,1,,1.2,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.169,,1,,1.22,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.188,,1,,1.17,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.214,,1,,1.19,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.232,,1,,1.2,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.284,,1,,1.28,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.285,,1,,1.21,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.313,,1,,1.3,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.32,,1,,1.22,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.39,,1,,1.25,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.392,,1,,1.16,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.409,,1,,1.36,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.425,,1,,1.28,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.45,,1,,1.28,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.567,,1,,1.21,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.604,,1,,1.2,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.674,,1,,1.37,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.677,,1,,1.23,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.703,,1,,1.28,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.711,,1,,1.3,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.723,,1,,1.25,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.789,,1,,1.31,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.835,,1,,1.36,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.845,,1,,1.19,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.942,,1,,1.41,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.96,,1,,1.4,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,3.967,,1,,1.55,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,4.037,,1,,1.44,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,4.071,,1,,1.18,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,4.072,,1,,1.42,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,4.077,,1,,1.42,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,4.11,,1,,1.35,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,4.145,,1,,1.34,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,4.238,,1,,1.33,,?,Aaron
,,,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,,,,Anchoa  ,4.309,,1,,1.32,,?,Aaron
OTO-95-334,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Clupeiformes,Engraulidae,Lycengraulis,,grossidens,,,Lycengraulis grossidens ,4.7,,2,,,"Agassiz, 1829",Brigida De Gracia,Brigida de Gracia
OTO-95-525,2017,Recent,Caribbean,Bocas del Toro,Station dock,Clupeiformes,Engraulidae,Anchoa,cf.,,,,cf.Anchoa  ,4.802,,2,,,,Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-95-333,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Clupeiformes,Engraulidae,Lycengraulis,,grossidens,,,Lycengraulis grossidens ,5,,2,,,"Agassiz, 1829",Brigida De Gracia,Brigida de Gracia
OTO-95-354,2014,Recent,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,colonensis,,cf.,Anchoa cf.colonensis ,5.4,,2,,,"Hildebrand, 1943",Darlenis Cedeño,Darlenis Cedeño
OTO-95-352,2014,Recent,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,cayorum,,cf.,Anchoa cf.cayorum ,5.5,,2,,,"Fowler, 1906",Darlenis Cedeño,Darlenis Cedeño
OTO-95-356,2014,Recent,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,filifera,,cf.,Anchoa cf.filifera ,5.8,,2,,,"Fowler, 1915",Darlenis Cedeño,Darlenis Cedeño
OTO-95-353,2014,Recent,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoviella,,perfaciata,,cf.,Anchoviella cf.perfaciata ,8,,2,,,,Darlenis Cedeño,Darlenis Cedeño
OTO-95-355,2014,Recent,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-357,2014,Recent,Caribbean,Bocas del Toro,Bocas del Toro,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-410,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,colonensis,,cf.,Anchoa cf.colonensis ,,,2,,,"Hildebrand, 1943",Darlenis Cedeño,Darlenis Cedeño
OTO-95-57,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,hepsetus,,cf.,Anchoa cf.hepsetus ,,,2,,,"Linnaeus, 1758",Darlenis Cedeño,Darlenis Cedeño
OTO-95-58,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-59,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,1,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-60,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-61,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-62,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-63,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-64,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1900",Darlenis Cedeño,Darlenis Cedeño
OTO-95-65,2014,Recent,Caribbean,Colón,Colon,Clupeiformes,Engraulidae,Anchoa,,lyolepis,,cf.,Anchoa cf.lyolepis ,,,2,,,"Evermann & Marsh, 1901",Darlenis Cedeño,Darlenis Cedeño
OTO-465-56,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Ephippidae,Chaetodipterus,,faber,,,Chaetodipterus faber ,,,1,,,"Broussonet, 1782",Desconocido,Ref. DRepublica O. Aguilera
OTO-373-412,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Gerreidae,Eucinostomus,,havana,,,Eucinostomus havana ,6,,2,,,"Nichols, 1912",Felix Rodriguez,Datos deBrigida de Gracia 
OTO-373-423,2016,Recent,Pacific,Cocle/Herrera,Bahía de Parita,Perciformes,Gerreidae,Eucinostomus,,currani,,,Eucinostomus currani ,20,,2,,,"Zahuranec in Yañez-Arancibia, 1980",Maximo Jimenez,Brigida de Gracia
OTO-373-66,2013,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,30.2,,2,,,"Walbaum, 1792",Marcos Alvarez,Maria Concepcion
OTO-373-67,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,20,,2,,,"Walbaum, 1792",Marcos Alvarez,Maria Concepcion
OTO-373-68,2012,Recent,Caribbean,Bocas del Toro,Isla Colon,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,20.5,,2,,,"Walbaum, 1792",Marcos Alvarez,Maria Concepcion
OTO-373-69,1991,Recent,Caribbean,Guna Yala,Guna Yala,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,24.6,,2,,,"Walbaum, 1792",H. Lessios,Maria Concepcion
OTO-373-70,1990,Recent,Caribbean,Guna Yala,Guna Yala,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,26.5,,2,,,"Walbaum, 1792",H. Lessios,Maria Concepcion
OTO-373-71,1990,Recent,Caribbean,Colón,Colon,Perciformes,Gerreidae,Diapterus,,auratus,,,Diapterus auratus ,20.5,,1,,,"Ranzani, 1842","Morais, P",Maria Concepcion
OTO-373-72,N/A,Recent,Caribbean,Venezuela,Golfo de Venezuela,Perciformes,Gerreidae,Diapterus,,rhombeus,,,Diapterus rhombeus ,21.3,,1,,,"Cuvier, 1829",Desconocido,Ref. DRepublica O. Aguilera
OTO-373-73,2015,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Gerreidae,Eucinostomus,,argenteus,,,Eucinostomus argenteus ,7.8,,2,,,"Baird in Girard in Baird, 1855",Brigida De Gracia,Datos deBrigida de Gracia 
OTO-373-99,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,,,2,8.59,8.48,"Cuvier, 1830",,Estephany Martinez
OTO-373-74,2015,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Gerreidae,Eucinostomus,,argenteus,,,Eucinostomus argenteus ,6.9,,2,,,"Baird in Girard in Baird, 1855",Brigida De Gracia,Brigida de Gracia 
OTO-373-100,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,,,2,8.28,7.75,"Cuvier, 1830",,Estephany Martinez
OTO-373-75,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,,,1,10.76,,"Cuvier, 1830",,Estephany Martinez
OTO-373-76,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,,,2,7.81,8.24,"Cuvier, 1830",,Estephany Martinez
OTO-373-77,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,,,1,,8.09,"Cuvier, 1830",,Estephany Martinez
OTO-373-78,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,,,1,,7.64,"Cuvier, 1830",,Estephany Martinez
OTO-373-79,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,,,1,8.07,,"Cuvier, 1830",,Estephany Martinez
OTO-373-80,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,,,2,9.95,9.41,"Cuvier, 1830",,Estephany Martinez
OTO-373-81,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.19,2.18,"Bleeker, 1863",,Estephany Martinez
OTO-373-82,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.56,2.6,"Bleeker, 1863",,Estephany Martinez
OTO-373-83,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,1.81,1.78,"Bleeker, 1863",,Estephany Martinez
OTO-373-84,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,1.62,1.61,"Bleeker, 1863",,Estephany Martinez
OTO-373-85,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,1.98,2.02,"Bleeker, 1863",,Estephany Martinez
OTO-373-86,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.04,2.04,"Bleeker, 1863",,Estephany Martinez
OTO-373-87,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.16,2.23,"Bleeker, 1863",,Estephany Martinez
OTO-373-88,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,1.92,1.91,"Bleeker, 1863",,Estephany Martinez
OTO-373-89,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,1.91,1.92,"Bleeker, 1863",,Estephany Martinez
OTO-373-90,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.12,2.13,"Bleeker, 1863",,Estephany Martinez
OTO-373-91,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.23,2.21,"Bleeker, 1863",,Estephany Martinez
OTO-373-92,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.14,2.18,"Bleeker, 1863",,Estephany Martinez
OTO-373-93,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.05,2.06,"Bleeker, 1863",,Estephany Martinez
OTO-373-94,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.03,2,"Bleeker, 1863",,Estephany Martinez
OTO-373-95,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.47,2.6,"Bleeker, 1863",,Estephany Martinez
OTO-373-96,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,2.04,2.12,"Bleeker, 1863",,Estephany Martinez
OTO-373-97,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,1.61,1.63,"Bleeker, 1863",,Estephany Martinez
OTO-373-98,,Recent,Caribbean,,,Perciformes,Gerreidae,Eucinostomus,,melanopterus,,,Eucinostomus melanopterus,,,2,1.98,2.02,"Bleeker, 1863",,Estephany Martinez
OTO-373-101,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,37.7,28.8,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-102,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,31.7,24,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-103,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,36,27.5,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-104,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,35.6,25.2,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-105,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,34.5,25.4,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-106,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,34.1,25.5,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-107,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,33.9,25,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-108,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,36,26.5,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-109,,Recent,Pacific,,,Perciformes,Gerreidae,Gerres,,simillimus,,,Gerres simillimus,36.5,27.2,2,,,"Cuvier, 1830",,Brigida De Gracia
OTO-373-110,,Recent,Caribbean,,,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,13.5,9.8,2,,,"Walbaum, 1792",,Brigida De Gracia
OTO-373-111,,Recent,Caribbean,,,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,19,13.4,2,,,"Walbaum, 1792",,Brigida De Gracia
OTO-373-112,,Recent,Caribbean,,,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,15.3,10.6,2,,,"Walbaum, 1792",,Brigida De Gracia
OTO-373-113,,Recent,Caribbean,,,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,14.6,9.8,2,,,"Walbaum, 1792",,Brigida De Gracia
OTO-373-114,,Recent,Caribbean,,,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,,,2,4.83,5.21,"Walbaum, 1792",,Brigida De Gracia
OTO-373-115,,Recent,Caribbean,,,Perciformes,Gerreidae,Gerres,,cinereus,,,Gerres cinereus ,,,,5.57,5.48,"Walbaum, 1792",,Brigida De Gracia
OTO-460-324,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.2,,2,,,"Jordan & Thompson, 1905",Brigida De Gracia,Brigida de Gracia
OTO-460-325,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.1,,2,,,"Jordan & Thompson, 1905",Brigida De Gracia,Brigida de Gracia
OTO-460-326,2016,Recent,Caribbean,Bocas del Toro,Stri Point,Perciformes,Gobiidae,Coryphopterus,,glaucofraenum,,,Coryphopterus glaucofraenum ,3.1,,2,,,"Gill, 1863",Desconocido,Datos deBrigida de Gracia 
OTO-460-467,2017,Recent,Caribbean,Bocas del Toro,Airport Point,Perciformes,Gobiidae,Coryphopterus,,glaucofraenum,,,Coryphopterus glaucofraenum ,4.034,3.4,2,,,"Gill, 1863",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-483,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,tortugae,,,Coryphopterus tortugae ,3.35,2.674,2,,,"Jordan, 1904",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-484,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,tortugae,,,Coryphopterus tortugae ,3.032,2.468,2,,,"Jordan, 1904",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-485,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,tortugae,,,Coryphopterus tortugae ,2.834,2.24,1,,,"Jordan, 1904",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-486,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,tortugae,,,Coryphopterus tortugae ,2.104,1.722,1,,,"Jordan, 1904",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-487,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,tortugae,,,Coryphopterus tortugae ,1.848,1.51,1,,,"Jordan, 1904",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-488,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,tortugae,,,Coryphopterus tortugae ,1.744,1.408,1,,,"Jordan, 1904",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-489,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.49,2.086,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-490,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.514,2.078,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-491,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.588,2.078,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-492,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.622,2.114,1,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-493,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.02,1.61,1,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-494,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.038,1.53,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-495,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.1,1.734,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-496,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.35,1.99,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-497,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,1.62,1.34,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-498,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.25,1.834,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-499,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.08,1.67,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-500,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,2.05,1.61,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-501,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,1.818,1.444,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
OTO-460-502,2017,Recent,Caribbean,Bocas del Toro,Cayo Adriana,Perciformes,Gobiidae,Coryphopterus,,personatus,,,Coryphopterus personatus ,1.444,1.14,2,,,"Jordan & Thompson, 1905",Chien-Hsiang Lin,Chien-Hsiang Lin
